gene_id,cell type,type
PLEKHG3,CD4,OSE
TXNDC15,CD4,OSE
TAB2,CD4,OSE
PTPRM,CD4,OSE
TBC1D10A,CD4,OSE
IFFO1,HSMM,CSE
PRKAG2,HSMM,CSE
JPH2,HSMM,CSE
HIPK2,HSMM,CSE
HIPK1,HSMM,CSE
UQCC,HSMM,CSE
SMG6,HSMM,CSE
BLOC1S1,HSMM,CSE
CDC73,HSMM,CSE
ZNF703,HSMM,CSE
SYS1,HSMM,CSE
APBB2,HSMM,CSE
CLASP1,HSMM,CSE
VAC14,HSMM,CSE
ARHGEF12,HSMM,CSE
DIAPH1,HSMM,CSE
DYSF,HSMM,CSE
CAMTA1,HSMM,CSE
BCAT1,HSMM,CSE
FXR2,HSMM,CSE
GALNT15,HSMM,CSE
SMARCD3,HSMM,CSE
PCDHGC5,HSMM,CSE
MYL12B,HSMM,CSE
FKBP5,HSMM,CSE
CCND1,HSMM,CSE
GM2A,HSMM,CSE
ENC1,HSMM,CSE
ARHGAP10,HSMM,CSE
CTBP2,HSMM,CSE
MMP14,HSMM,CSE
LOC100505718,HSMM,CSE
NUAK1,HSMM,CSE
EVC,HSMM,CSE
MYO18B,HSMM,CSE
SERPINE1,HSMM,CSE
PHLDA3,HSMM,CSE
MYBPH,HSMM,CSE
BACH2,HSMM,CSE
KCNMA1,HSMM,CSE
FBXL13,HSMM,CSE
NF2,HSMM,CSE
MAP1LC3B,HSMM,CSE
PDLIM4,HSMM,CSE
C7ORF10,HSMM,CSE
DST,HSMM,CSE
KCNQ5,HSMM,CSE
HOXC11,HSMM,CSE
HOXC10,HSMM,CSE
COL4A2,HSMM,CSE
FTO,HSMM,CSE
ZEB2,HSMM,CSE
KIAA1949,HSMM,CSE
PTGER4,HSMM,CSE
FBXO31,HSMM,CSE
FLNC,HSMM,CSE
FOXC2,HSMM,CSE
ATXN1,HSMM,CSE
LETM2,HSMM,CSE
SHROOM3,HSMM,CSE
AKAP13,HSMM,CSE
PARK2,HSMM,CSE
RGMB,HSMM,CSE
PSD3,HSMM,CSE
NEDD4,HSMM,CSE
NR2F2,HSMM,CSE
SPARC,HSMM,CSE
GALNT2,HSMM,CSE
ELMSAN1,HSMM,CSE
LINC00478,HSMM,CSE
CCBE1,HSMM,CSE
LEPR,HSMM,CSE
NREP,HSMM,CSE
C5ORF56,HSMM,CSE
BC089451,HSMM,CSE
FAIM2,HSMM,CSE
ARID5B,HSMM,CSE
MPRIP,HSMM,CSE
TBCD,HSMM,CSE
ADARB1,HSMM,CSE
NTM,HSMM,CSE
HOXA10-HOXA9,HSMM,CSE
CXXC5,HSMM,CSE
MYF5,HSMM,CSE
MYF6,HSMM,CSE
ERC1,HSMM,CSE
IGF1R,HSMM,CSE
SRBD1,HSMM,CSE
CHAF1A,HSMM,CSE
TTC7A,HSMM,CSE
MITF,HSMM,CSE
AFAP1,HSMM,CSE
MYOF,HSMM,CSE
RPTOR,HSMM,CSE
HERPUD1,HSMM,CSE
B3GALT2,HSMM,CSE
RDH5,HSMM,CSE
TM4SF4,HSMM,CSE
ST5,HSMM,CSE
KLF3,HSMM,CSE
SIPA1L1,HSMM,CSE
SIPA1L3,HSMM,CSE
ITGB5,HSMM,CSE
LTBP2,HSMM,CSE
ITGB6,HSMM,CSE
RTN4,HSMM,CSE
QKI,HSMM,CSE
FBN1,HSMM,CSE
UNQ6975,HSMM,CSE
NRP1,HSMM,CSE
NRP2,HSMM,CSE
BNC2,HSMM,CSE
DKK3,HSMM,CSE
DKK1,HSMM,CSE
RND3,HSMM,CSE
MAP3K14,HSMM,CSE
ABLIM1,HSMM,CSE
LIF,HSMM,CSE
IQCJ-SCHIP1,HSMM,CSE
HPS4,HSMM,CSE
MARCH3,HSMM,CSE
DAB2,HSMM,CSE
RASAL2,HSMM,CSE
CLSTN2,HSMM,CSE
RARA,HSMM,CSE
ADAMTS4,HSMM,CSE
ADAMTS6,HSMM,CSE
ADAMTS2,HSMM,CSE
NFE2L1,HSMM,CSE
ARHGEF2,HSMM,CSE
GNG12,HSMM,CSE
LIPA,HSMM,CSE
HPCAL1,HSMM,CSE
EXT1,HSMM,CSE
DAAM2,HSMM,CSE
SSH1,HSMM,CSE
SNAI2,HSMM,CSE
KIRREL3,HSMM,CSE
TUFT1,HSMM,CSE
SLX4IP,HSMM,CSE
SYNPO2,HSMM,CSE
DDAH1,HSMM,CSE
STARD13,HSMM,CSE
TCF7L1,HSMM,CSE
ANXA2,HSMM,CSE
SCHIP1,HSMM,CSE
TRIB2,HSMM,CSE
LINC00607,HSMM,CSE
C19orf61,HSMM,CSE
LAYN,HSMM,CSE
PPP2R4,HSMM,CSE
MKL1,HSMM,CSE
NCOR2,HSMM,CSE
SF3A2,HSMM,CSE
FAM129B,HSMM,CSE
C10orf54,HSMM,CSE
TNS1,HSMM,CSE
ITGBL1,HSMM,CSE
TXNRD2,HSMM,CSE
TCF4,HSMM,CSE
SMYD4,HSMM,CSE
HOXA-AS4,HSMM,CSE
PHLDB2,HSMM,CSE
BCAR3,HSMM,CSE
PNKD,HSMM,CSE
SH3TC2,HSMM,CSE
BTD,HSMM,CSE
SNX29,HSMM,CSE
SHISA9,HSMM,CSE
NUTF2,HSMM,CSE
PDGFRB,HSMM,CSE
PDGFRA,HSMM,CSE
TMEM136,HSMM,CSE
FILIP1L,HSMM,CSE
CIRBP,HSMM,CSE
SPRY2,HSMM,CSE
SGCA,HSMM,CSE
STXBP6,HSMM,CSE
SAMD4A,HSMM,CSE
AX747619,HSMM,CSE
C7orf10,HSMM,CSE
ALCAM,HSMM,CSE
TPM1,HSMM,CSE
CFLAR,HSMM,CSE
VGLL3,HSMM,CSE
DOT1L,HSMM,CSE
VGLL4,HSMM,CSE
TNFSF4,HSMM,CSE
TRIO,HSMM,CSE
DOCK1,HSMM,CSE
COL25A1,HSMM,CSE
SH3RF3,HSMM,CSE
MIR100HG,HSMM,CSE
TXN2,HSMM,CSE
SND1,HSMM,CSE
UHRF1,HSMM,CSE
TNIP1,HSMM,CSE
LRRFIP1,HSMM,CSE
IRS1,HSMM,CSE
ZFP36,HSMM,CSE
TRAM2,HSMM,CSE
CDK6,HSMM,CSE
SH3PXD2A,HSMM,CSE
HOXA9,HSMM,CSE
TGFB2,HSMM,CSE
PTK7,HSMM,CSE
USP2,HSMM,CSE
MGLL,HSMM,CSE
DAGLB,HSMM,CSE
SORBS2,HSMM,CSE
LOXL2,HSMM,CSE
XRCC5,HSMM,CSE
FYN,HSMM,CSE
ANK3,HSMM,CSE
NOD1,HSMM,CSE
MED15,HSMM,CSE
TNNI1,HSMM,CSE
PACSIN2,HSMM,CSE
PRKCH,HSMM,CSE
CDC42EP3,HSMM,CSE
ATP10A,HSMM,CSE
NINJ2,HSMM,CSE
PRKCE,HSMM,CSE
TANC2,HSMM,CSE
EBF3,HSMM,CSE
LMNA,HSMM,CSE
CALD1,HSMM,CSE
TJAP1,HSMM,CSE
COL5A2,HSMM,CSE
BCL6,HSMM,CSE
NRM,HSMM,CSE
TBC1D22A,HSMM,CSE
SSR3,HSMM,CSE
TGFBI,HSMM,CSE
BOLA2,HSMM,CSE
TGIF1,HSMM,CSE
CD34,HSMM,CSE
ERGIC1,HSMM,CSE
RAPGEF1,HSMM,CSE
C7orf58,HSMM,CSE
CAV1,HSMM,CSE
PHLPP1,HSMM,CSE
BHLHE40,HSMM,CSE
MAP3K5,HSMM,CSE
IRF2BP2,HSMM,CSE
INHBA,HSMM,CSE
MARCKS,HSMM,CSE
MBNL2,HSMM,CSE
ZMYND8,HSMM,CSE
CREB5,HSMM,CSE
CDH23,HSMM,CSE
PER1,HSMM,CSE
FLRT2,HSMM,CSE
SLC25A25,HSMM,CSE
ACOT7,HSMM,CSE
ROR1,HSMM,CSE
INPP5K,HSMM,CSE
MYLK,HSMM,CSE
TCF7L2,HSMM,CSE
PTPN14,HSMM,CSE
TTC15,HSMM,CSE
RUNX1,HSMM,CSE
AMMECR1,HSMM,CSE
ZBTB20,HSMM,CSE
RNF216,HSMM,CSE
LOC100616530,HSMM,CSE
MED29,HSMM,CSE
DOCK9,HSMM,CSE
DMD,HSMM,CSE
HSPG2,HSMM,CSE
GAPDH,HSMM,CSE
SEPT9,HSMM,CSE
ZFP91,HSMM,CSE
PITPNA,HSMM,CSE
JUB,HSMM,CSE
PPM1F,HSMM,CSE
MAML2,HSMM,CSE
ARHGEF28,HSMM,CSE
VPS37B,HSMM,CSE
DNAJB12,HSMM,CSE
FNDC3B,HSMM,CSE
GSN,HSMM,CSE
THADA,HSMM,CSE
PLCB4,HSMM,CSE
MAN2A1,HSMM,CSE
PAPD5,HSMM,CSE
LAMC2,HSMM,CSE
PCDHGA3,HSMM,CSE
PCDHGA1,HSMM,CSE
PKNOX2,HSMM,CSE
LPAR1,HSMM,CSE
RBFOX2,HSMM,CSE
ATOX1,HSMM,CSE
TNFRSF1A,HSMM,CSE
NNMT,HSMM,CSE
CPED1,HSMM,CSE
SYN3,HSMM,CSE
DPF3,HSMM,CSE
SEC14L2,HSMM,CSE
MYO1D,HSMM,CSE
MYO1B,HSMM,CSE
PCDHGA2,HSMM,CSE
SIX2,HSMM,CSE
CCR7,HSMM,CSE
NPHP3-AS1,HSMM,CSE
SH3GL1,HSMM,CSE
SIK3,HSMM,CSE
CD81,HSMM,CSE
CD82,HSMM,CSE
HOXA11,HSMM,CSE
HOXA10,HSMM,CSE
FHL2,HSMM,CSE
WBP1L,HSMM,CSE
PCDHGA4,HSMM,CSE
FOSL2,HSMM,CSE
NMNAT2,HSMM,CSE
CTDSPL,HSMM,CSE
NEMF,HSMM,CSE
MTSS1L,HSMM,CSE
EFNA5,HSMM,CSE
PHC2,HSMM,CSE
CD68,HSMM,CSE
LRP1,HSMM,CSE
NEAT1,HSMM,CSE
KCNJ6,HSMM,CSE
MYL12A,HSMM,CSE
PLXNA2,HSMM,CSE
PLXNA1,HSMM,CSE
RUSC2,HSMM,CSE
PALLD,HSMM,CSE
LIMS1,HSMM,CSE
TMTC1,HSMM,CSE
COL1A1,HSMM,CSE
AVPI1,HSMM,CSE
PDE4D,HSMM,CSE
ASAP1,HSMM,CSE
ASAP2,HSMM,CSE
MYO10,HSMM,CSE
CDH11,HSMM,CSE
CDH13,HSMM,CSE
ANTXR1,HSMM,CSE
MAP4K4,HSMM,CSE
SNTB1,HSMM,CSE
JARID2,HSMM,CSE
MAP2K3,HSMM,CSE
CORO1C,HSMM,CSE
RBMS3,HSMM,CSE
TEAD1,HSMM,CSE
SPTBN1,HSMM,CSE
ANKRD11,HSMM,CSE
CBR4,HSMM,CSE
GDF5,HSMM,CSE
DPP9,HSMM,CSE
NRG1,HSMM,CSE
MBP,HSMM,CSE
TSC22D3,HSMM,CSE
HS3ST3B1,HSMM,CSE
DNAJB5,HSMM,CSE
MSI2,HSMM,CSE
FAM53B,HSMM,CSE
TMBIM1,HSMM,CSE
G0S24,HSMM,CSE
NDUFS2,HSMM,CSE
PRUNE2,HSMM,CSE
TOM1L2,HSMM,CSE
LOC728730,HSMM,CSE
CRIM1,HSMM,CSE
BCL2L1,HSMM,CSE
PLK2,HSMM,CSE
TRMT61A,HSMM,CSE
PCDHGB2,HSMM,CSE
PCDHGB1,HSMM,CSE
S100A10,HSMM,CSE
RREB1,HSMM,CSE
AHDC1,HSMM,CSE
TRAF3IP2-AS1,HSMM,CSE
NDST1,HSMM,CSE
ANAPC16,HSMM,CSE
SOX15,HSMM,CSE
INPP4B,HSMM,CSE
WHSC1L1,HSMM,CSE
NAV1,HSMM,CSE
ARHGAP22,HSMM,CSE
MICAL2,HSMM,CSE
NAV2,HSMM,CSE
CAPN2,HSMM,CSE
ARHGAP24,HSMM,CSE
MYC,HSMM,CSE
SEPT11,HSMM,CSE
DOK7,HSMM,CSE
HHAT,HSMM,CSE
ZNF365,HSMM,CSE
TSPAN2,HSMM,CSE
GIPC2,HSMM,CSE
TSPAN9,HSMM,CSE
IP6K3,HSMM,CSE
SGMS1,HSMM,CSE
CCDC80,HSMM,CSE
CCNY,HSMM,CSE
MICAL3,HSMM,CSE
FAT1,HSMM,CSE
STC2,HSMM,CSE
PXDN,HSMM,CSE
HOXC9,HSMM,CSE
GLIS3,HSMM,CSE
MACF1,HSMM,CSE
FMN1,HSMM,CSE
RASSF4,HSMM,CSE
LINC00882,HSMM,CSE
CHD2,HSMM,CSE
CDV3,HSMM,CSE
KCNJ15,HSMM,CSE
PLEKHJ1,HSMM,CSE
MNT,HSMM,CSE
THBS1,HSMM,CSE
GRAMD3,HSMM,CSE
ZBTB38,HSMM,CSE
DIRC3,HSMM,CSE
MRPS28,HSMM,CSE
SH2D6,HSMM,CSE
PVT1,HSMM,CSE
VCL,HSMM,CSE
HSF2BP,HSMM,CSE
EFHC1,HSMM,CSE
ITPR1,HSMM,CSE
CMSS1,HSMM,CSE
TANC1,HSMM,CSE
LRCH1,HSMM,CSE
PKM2,HSMM,CSE
CLDN11,HSMM,CSE
CCDC109A,HSMM,CSE
FJX1,HSMM,CSE
EHD1,HSMM,CSE
RAD51L1,HSMM,CSE
SORCS3,HSMM,CSE
TENM2,HSMM,CSE
FOXP1,HSMM,CSE
ABL1,HSMM,CSE
NCAM1,HSMM,CSE
HEYL,HSMM,CSE
CGN,HSMM,CSE
TBC1D1,HSMM,CSE
ZNF622,HSMM,CSE
CITED2,HSMM,CSE
SLC7A5,HSMM,CSE
FAM49A,HSMM,CSE
PCDH9,HSMM,CSE
ATP8A2,HSMM,CSE
ZFP36L1,HSMM,CSE
ZFP36L2,HSMM,CSE
SLC8A1,HSMM,CSE
TPD52,HSMM,CSE
SYNE1,HSMM,CSE
ANKS1A,HSMM,CSE
GOPC,HSMM,CSE
FHOD3,HSMM,CSE
WWTR1,HSMM,CSE
TACC1,HSMM,CSE
TACC2,HSMM,CSE
PLGRKT,HSMM,CSE
ID3,HSMM,CSE
STOML1,HSMM,CSE
PDE4DIP,HSMM,CSE
EMP1,HSMM,CSE
TIMM22,HSMM,CSE
HIVEP2,HSMM,CSE
HIVEP3,HSMM,CSE
OLFML3,HSMM,CSE
LPXN,HSMM,CSE
ARL3,HSMM,CSE
JUNB,HSMM,CSE
ADAM12,HSMM,CSE
ZC3H12A,HSMM,CSE
CREB3L2,HSMM,CSE
AVL9,HSMM,CSE
SLC8A1-AS1,HSMM,CSE
PLOD2,HSMM,CSE
HS3ST3A1,HSMM,CSE
PLCXD2,HSMM,CSE
CADPS,HSMM,CSE
C7ORF73,HSMM,CSE
RFTN1,HSMM,CSE
LYPD6B,HSMM,CSE
DAP,HSMM,CSE
PXN,HSMM,CSE
COL8A1,HSMM,CSE
PDGFC,HSMM,CSE
MPDU1,HSMM,CSE
GPC6,HSMM,CSE
PLEKHG2,HSMM,CSE
NFIB,HSMM,CSE
ACTN1,HSMM,CSE
RPL26L1,HSMM,CSE
PTPRQ,HSMM,CSE
ACTN4,HSMM,CSE
CHD9,HSMM,CSE
PTPRG,HSMM,CSE
NEDD4L,HSMM,CSE
CREB3L1,HSMM,CSE
SERPINH1,HSMM,CSE
RNF11,HSMM,OSE
PPAP2A,HSMM,OSE
HSPA4,HSMM,OSE
TMCO1,HSMM,OSE
STK16,HSMM,OSE
LAPTM5,HSMM,OSE
LOC100506190,HSMM,OSE
OGDH,HSMM,OSE
SQRDL,HSMM,OSE
DRAP1,HSMM,OSE
LMBRD2,HSMM,OSE
WEE1,HSMM,OSE
C2CD3,HSMM,OSE
SLC38A4,HSMM,OSE
PLEC1,HSMM,OSE
LOC100131496,HSMM,OSE
U80770,HSMM,OSE
IWS1,HSMM,OSE
IQCK,HSMM,OSE
KIAA0774,HSMM,OSE
TPCN1,HSMM,OSE
SNAP23,HSMM,OSE
TEX2,HSMM,OSE
ARHGAP17,HSMM,OSE
POP1,HSMM,OSE
YBX3,HSMM,OSE
C10orf26,HSMM,OSE
UGCG,HSMM,OSE
IL21R,HSMM,OSE
ELAVL2,HSMM,OSE
DSTYK,HSMM,OSE
NUAK2,HSMM,OSE
UBE2D3,HSMM,OSE
RIT1,HSMM,OSE
C14orf43,HSMM,OSE
PUM1,HSMM,OSE
MLL5,HSMM,OSE
CHIC2,HSMM,OSE
CHCHD1,HSMM,OSE
LINC00689,HSMM,OSE
CCDC50,HSMM,OSE
TMEM123,HSMM,OSE
PDLIM3,HSMM,OSE
HOXB2,HSMM,OSE
C8orf40,HSMM,OSE
HOXC11,HSMM,OSE
CHST3,HSMM,OSE
CHST7,HSMM,OSE
C5orf13,HSMM,OSE
ZDHHC7,HSMM,OSE
BC034940,HSMM,OSE
FBXO32,HSMM,OSE
MYH10,HSMM,OSE
BC047609,HSMM,OSE
SMAD7,HSMM,OSE
LMF1,HSMM,OSE
TLE4,HSMM,OSE
SLC4A2,HSMM,OSE
TRIM55,HSMM,OSE
GLS,HSMM,OSE
HTRA1,HSMM,OSE
CYP1B1-AS1,HSMM,OSE
SDPR,HSMM,OSE
ARF1,HSMM,OSE
LOC339975,HSMM,OSE
CKS1B,HSMM,OSE
ZFHX4-AS1,HSMM,OSE
TOM1,HSMM,OSE
C17orf80,HSMM,OSE
ADCK4,HSMM,OSE
KIAA0226,HSMM,OSE
NREP-AS1,HSMM,OSE
LOC399815,HSMM,OSE
TNKS1BP1,HSMM,OSE
PRKAR1B,HSMM,OSE
LOC100506810,HSMM,OSE
LASP1,HSMM,OSE
YAP1,HSMM,OSE
ZFYVE26,HSMM,OSE
ARID5A,HSMM,OSE
LMO3,HSMM,OSE
NTN4,HSMM,OSE
LMCD1,HSMM,OSE
ATP1A1,HSMM,OSE
PBRM1,HSMM,OSE
MME,HSMM,OSE
PRKD1,HSMM,OSE
RBM6,HSMM,OSE
B3GALT5,HSMM,OSE
TNFAIP1,HSMM,OSE
EGFR,HSMM,OSE
CPEB2,HSMM,OSE
ALOX5AP,HSMM,OSE
EPS8,HSMM,OSE
SLC38A1,HSMM,OSE
HERPUD2,HSMM,OSE
PGD,HSMM,OSE
TOB2,HSMM,OSE
RBM24,HSMM,OSE
WDR51A,HSMM,OSE
KLF7,HSMM,OSE
CLIP4,HSMM,OSE
ITGB1,HSMM,OSE
LOC554174,HSMM,OSE
ALDH3B1,HSMM,OSE
CYR61,HSMM,OSE
CD44,HSMM,OSE
HERPUD1,HSMM,OSE
CUGBP2,HSMM,OSE
NAF1,HSMM,OSE
EIF4E2,HSMM,OSE
BNC1,HSMM,OSE
NCK2,HSMM,OSE
CALU,HSMM,OSE
SLC1A7,HSMM,OSE
DEC1,HSMM,OSE
SLC1A3,HSMM,OSE
CRAMP1L,HSMM,OSE
MARCH4,HSMM,OSE
RCBTB2,HSMM,OSE
PKP1,HSMM,OSE
FBLN2,HSMM,OSE
FBLN7,HSMM,OSE
B3GNT5,HSMM,OSE
C20orf94,HSMM,OSE
PGCP,HSMM,OSE
POPDC3,HSMM,OSE
COTL1,HSMM,OSE
BC038188,HSMM,OSE
PLXND1,HSMM,OSE
HDGF,HSMM,OSE
SPIN1,HSMM,OSE
DPY19L1P1,HSMM,OSE
CRISPLD2,HSMM,OSE
LIPC,HSMM,OSE
DAAM1,HSMM,OSE
MURC,HSMM,OSE
ATP1B1,HSMM,OSE
C17orf101,HSMM,OSE
STK17B,HSMM,OSE
PTTG1IP,HSMM,OSE
ACCN1,HSMM,OSE
FN1,HSMM,OSE
ARID1A,HSMM,OSE
LOC100131564,HSMM,OSE
TMEM49,HSMM,OSE
PAK1,HSMM,OSE
FAM24B,HSMM,OSE
BX648502,HSMM,OSE
HEATR6,HSMM,OSE
NGF,HSMM,OSE
PDXK,HSMM,OSE
SNX5,HSMM,OSE
SERINC5,HSMM,OSE
METRNL,HSMM,OSE
ZNF592,HSMM,OSE
MIR3619,HSMM,OSE
MED1,HSMM,OSE
PET112L,HSMM,OSE
STAM,HSMM,OSE
CEP97,HSMM,OSE
DQ591785,HSMM,OSE
C21orf7,HSMM,OSE
ADAMTSL1,HSMM,OSE
LAYN,HSMM,OSE
ADAR,HSMM,OSE
CSRNP1,HSMM,OSE
TULP4,HSMM,OSE
FTSJ1,HSMM,OSE
ITPKC,HSMM,OSE
TRAF3IP2,HSMM,OSE
SNHG3,HSMM,OSE
ENG,HSMM,OSE
FIGN,HSMM,OSE
AK092087,HSMM,OSE
NUDT5,HSMM,OSE
UBE2E2,HSMM,OSE
SLFN5,HSMM,OSE
RNF217,HSMM,OSE
IRF2,HSMM,OSE
EGLN1,HSMM,OSE
BC043580,HSMM,OSE
LINC00511,HSMM,OSE
TRIM9,HSMM,OSE
PFN1,HSMM,OSE
TMEM217,HSMM,OSE
DMWD,HSMM,OSE
RALA,HSMM,OSE
GAS6,HSMM,OSE
ZNF238,HSMM,OSE
MIRLET7BHG,HSMM,OSE
TMEM138,HSMM,OSE
RFC2,HSMM,OSE
TMSB10,HSMM,OSE
MAGT1,HSMM,OSE
MALAT1,HSMM,OSE
TMEM150A,HSMM,OSE
IFT140,HSMM,OSE
ZBTB17,HSMM,OSE
FLJ32810,HSMM,OSE
CSF1R,HSMM,OSE
WDR26,HSMM,OSE
TBX15,HSMM,OSE
DNMBP,HSMM,OSE
ZNF438,HSMM,OSE
CDCP1,HSMM,OSE
FGD4,HSMM,OSE
NR3A1,HSMM,OSE
ENO3,HSMM,OSE
LOC284751,HSMM,OSE
TJP1,HSMM,OSE
LRRFIP2,HSMM,OSE
LOC100507156,HSMM,OSE
SHOC2,HSMM,OSE
RNF145,HSMM,OSE
AMOTL2,HSMM,OSE
KTN1,HSMM,OSE
TCEB2,HSMM,OSE
MSH5,HSMM,OSE
MCL1,HSMM,OSE
VSTM4,HSMM,OSE
CDKN2C,HSMM,OSE
C6orf105,HSMM,OSE
SUPT3H,HSMM,OSE
DVL3,HSMM,OSE
ETS1,HSMM,OSE
FAM125B,HSMM,OSE
C3orf26,HSMM,OSE
ZBTB4,HSMM,OSE
RUFY3,HSMM,OSE
MGAT2,HSMM,OSE
AK297683,HSMM,OSE
KBTBD10,HSMM,OSE
PDCD1LG2,HSMM,OSE
TUBA4B,HSMM,OSE
SLA,HSMM,OSE
CHST11,HSMM,OSE
AK125001,HSMM,OSE
VAMP5,HSMM,OSE
FEZ2,HSMM,OSE
NRIP1,HSMM,OSE
ZNF655,HSMM,OSE
PTCH1,HSMM,OSE
KLHL26,HSMM,OSE
MUSK,HSMM,OSE
ADD3,HSMM,OSE
MYL4,HSMM,OSE
RAPGEF2,HSMM,OSE
CAV3,HSMM,OSE
AXL,HSMM,OSE
CPPED1,HSMM,OSE
CALM2,HSMM,OSE
GADD45A,HSMM,OSE
TRIM16,HSMM,OSE
MAP3K7,HSMM,OSE
BC040833,HSMM,OSE
SETD2,HSMM,OSE
SLC15A4,HSMM,OSE
BRD3,HSMM,OSE
XAF1,HSMM,OSE
CNN3,HSMM,OSE
PTPN12,HSMM,OSE
RNF181,HSMM,OSE
ZFAND5,HSMM,OSE
RAI14,HSMM,OSE
RUNX2,HSMM,OSE
MAFK,HSMM,OSE
LOC152225,HSMM,OSE
ZBTB22,HSMM,OSE
UBE2CBP,HSMM,OSE
LINC00333,HSMM,OSE
HIF1A,HSMM,OSE
MED26,HSMM,OSE
SLC31A2,HSMM,OSE
FAM13C,HSMM,OSE
HOXB-AS1,HSMM,OSE
SKI,HSMM,OSE
XRCC4,HSMM,OSE
LINC00936,HSMM,OSE
DAXX,HSMM,OSE
FAM196A,HSMM,OSE
PCNXL4,HSMM,OSE
SYT11,HSMM,OSE
ANXA11,HSMM,OSE
FNDC3A,HSMM,OSE
B4GALT5,HSMM,OSE
MIER1,HSMM,OSE
TSHZ1,HSMM,OSE
ASB1,HSMM,OSE
UBA3,HSMM,OSE
FAM38A,HSMM,OSE
LAMC1,HSMM,OSE
UBE2H,HSMM,OSE
UBE2M,HSMM,OSE
DDR2,HSMM,OSE
MRPS24,HSMM,OSE
CDC14B,HSMM,OSE
GLB1L,HSMM,OSE
UNC84B,HSMM,OSE
UNC84A,HSMM,OSE
AL050132,HSMM,OSE
ACTC1,HSMM,OSE
MYO1C,HSMM,OSE
KIAA0652,HSMM,OSE
RPL36AL,HSMM,OSE
RAF1,HSMM,OSE
LOC553103,HSMM,OSE
LINC00598,HSMM,OSE
CD81,HSMM,OSE
TMCC3,HSMM,OSE
RAB22A,HSMM,OSE
PRDX6,HSMM,OSE
FTH1,HSMM,OSE
H2AFY,HSMM,OSE
ITPRIPL2,HSMM,OSE
FAM214A,HSMM,OSE
RABGEF1,HSMM,OSE
APPL2,HSMM,OSE
LOC100049716,HSMM,OSE
NT5DC3,HSMM,OSE
FSCN1,HSMM,OSE
MAEA,HSMM,OSE
AKIRIN2,HSMM,OSE
GALNT18,HSMM,OSE
LINC00578,HSMM,OSE
AGPAT5,HSMM,OSE
AF279780,HSMM,OSE
C14orf4,HSMM,OSE
ASAP3,HSMM,OSE
KIAA0406,HSMM,OSE
PPP2R1B,HSMM,OSE
CYFIP1,HSMM,OSE
AAGAB,HSMM,OSE
LIMK1,HSMM,OSE
FOXO3,HSMM,OSE
KLF13,HSMM,OSE
FAM180A,HSMM,OSE
THUMPD2,HSMM,OSE
BRI3,HSMM,OSE
GLT8D4,HSMM,OSE
SEC31A,HSMM,OSE
NT5C2,HSMM,OSE
MID1IP1,HSMM,OSE
ANXA1,HSMM,OSE
URGCP-MRPS24,HSMM,OSE
TSC22D2,HSMM,OSE
ANXA5,HSMM,OSE
MIR548Q,HSMM,OSE
KMT2E,HSMM,OSE
LPHN2,HSMM,OSE
C17orf68,HSMM,OSE
LRCH3,HSMM,OSE
HSPB8,HSMM,OSE
PIGT,HSMM,OSE
IL1RAP,HSMM,OSE
DUSP10,HSMM,OSE
KIAA0913,HSMM,OSE
ZFHX4,HSMM,OSE
PURB,HSMM,OSE
TOM1L1,HSMM,OSE
AY769439,HSMM,OSE
C14ORF182,HSMM,OSE
FOXN3,HSMM,OSE
AX748195,HSMM,OSE
TM2D2,HSMM,OSE
GSR,HSMM,OSE
BOK-AS1,HSMM,OSE
LYRM1,HSMM,OSE
CHMP2A,HSMM,OSE
LOC100507557,HSMM,OSE
A2BP1,HSMM,OSE
FAM24B-CUZD1,HSMM,OSE
ITSN1,HSMM,OSE
ZNF668,HSMM,OSE
C1ORF198,HSMM,OSE
GOLGA4,HSMM,OSE
ARHGAP29,HSMM,OSE
CD28,HSMM,OSE
SCAMP2,HSMM,OSE
PRRC2B,HSMM,OSE
RSPRY1,HSMM,OSE
ZNF367,HSMM,OSE
ZNF366,HSMM,OSE
C7orf44,HSMM,OSE
TSPAN5,HSMM,OSE
SEMA7A,HSMM,OSE
CHST15,HSMM,OSE
FAM193B,HSMM,OSE
UBR4,HSMM,OSE
MLYCD,HSMM,OSE
KCTD10,HSMM,OSE
FLJ37453,HSMM,OSE
DR1,HSMM,OSE
ROBO4,HSMM,OSE
ZADH2,HSMM,OSE
ATP8B1,HSMM,OSE
LINC00536,HSMM,OSE
TRIM38,HSMM,OSE
HSPB2-C11ORF52,HSMM,OSE
SLC7A1,HSMM,OSE
SLC25A37,HSMM,OSE
DEK,HSMM,OSE
C9orf3,HSMM,OSE
LOC100216545,HSMM,OSE
ADAMTS18,HSMM,OSE
CSDA,HSMM,OSE
IL1R1,HSMM,OSE
FAM200B,HSMM,OSE
PLAC1,HSMM,OSE
C5orf62,HSMM,OSE
LOXL1-AS1,HSMM,OSE
MNT,HSMM,OSE
CPA5,HSMM,OSE
TEX41,HSMM,OSE
DDX60L,HSMM,OSE
C3orf58,HSMM,OSE
BC082237,HSMM,OSE
TTC9,HSMM,OSE
DSTN,HSMM,OSE
DCUN1D3,HSMM,OSE
DAG1,HSMM,OSE
HIST1H2BC,HSMM,OSE
LINC00922,HSMM,OSE
RHOA,HSMM,OSE
C10orf140,HSMM,OSE
TMEM65,HSMM,OSE
