gene_id,cell type,type
RIT2,neural-cell,OSE
MLL5,neural-cell,OSE
SAMSN1,neural-cell,OSE
XPO1,neural-cell,OSE
HN1,neural-cell,OSE
CHCHD1,neural-cell,OSE
PANK4,neural-cell,OSE
DULLARD,neural-cell,OSE
MIR656,neural-cell,OSE
TMTC4,neural-cell,OSE
ZIC2,neural-cell,OSE
GRM7,neural-cell,OSE
FAM123A,neural-cell,OSE
NALCN-AS1,neural-cell,OSE
KCNK12,neural-cell,OSE
BC034423,neural-cell,OSE
PPP1R17,neural-cell,OSE
ING1,neural-cell,OSE
C5orf13,neural-cell,OSE
RIMKLA,neural-cell,OSE
KCNH7,neural-cell,OSE
BC035112,neural-cell,OSE
DNAJC2,neural-cell,OSE
LINC00351,neural-cell,OSE
HES5,neural-cell,OSE
TRERF1,neural-cell,OSE
KIAA0427,neural-cell,OSE
SNIP1,neural-cell,OSE
KLHL29,neural-cell,OSE
TLE4,neural-cell,OSE
MKRN3,neural-cell,OSE
MKRN2,neural-cell,OSE
PRG-3,neural-cell,OSE
HIST1H2BN,neural-cell,OSE
AK021563,neural-cell,OSE
KCNC2,neural-cell,OSE
SKIDA1,neural-cell,OSE
AK001558,neural-cell,OSE
ZFHX4-AS1,neural-cell,OSE
RIMS4,neural-cell,OSE
CR936633,neural-cell,OSE
AUH,neural-cell,OSE
CEP41,neural-cell,OSE
BFAR,neural-cell,OSE
C4ORF45,neural-cell,OSE
MIR410,neural-cell,OSE
SRPK2,neural-cell,OSE
RAB33A,neural-cell,OSE
NTN1,neural-cell,OSE
ADAMTS9-AS2,neural-cell,OSE
ATP1A3,neural-cell,OSE
CXXC4,neural-cell,OSE
SPHK2,neural-cell,OSE
LAPTM4A,neural-cell,OSE
SPCS2,neural-cell,OSE
CPEB4,neural-cell,OSE
LOC441204,neural-cell,OSE
RBM9,neural-cell,OSE
KIAA2022,neural-cell,OSE
SGMS1,neural-cell,OSE
SLC38A1,neural-cell,OSE
CPSF3,neural-cell,OSE
CLLU1,neural-cell,OSE
TOB1,neural-cell,OSE
MIR548AX,neural-cell,OSE
TOB2,neural-cell,OSE
PRPSAP2,neural-cell,OSE
ATP13A5,neural-cell,OSE
KLF7,neural-cell,OSE
PEA15,neural-cell,OSE
CLIP4,neural-cell,OSE
SIPA1L1,neural-cell,OSE
PSMC2,neural-cell,OSE
CLRN1,neural-cell,OSE
NLGN4Y,neural-cell,OSE
NLGN4X,neural-cell,OSE
SLC24A2,neural-cell,OSE
ERI3,neural-cell,OSE
PLEKHO1,neural-cell,OSE
TNRC4,neural-cell,OSE
MTERFD1,neural-cell,OSE
AOAH,neural-cell,OSE
SERTAD4-AS1,neural-cell,OSE
BNC2,neural-cell,OSE
IFT81,neural-cell,OSE
SPHKAP,neural-cell,OSE
CALCOCO1,neural-cell,OSE
ZNF462,neural-cell,OSE
PPP3CA,neural-cell,OSE
WDR74,neural-cell,OSE
C2orf28,neural-cell,OSE
IDI1,neural-cell,OSE
HUWE1,neural-cell,OSE
C1orf230,neural-cell,OSE
MARCH4,neural-cell,OSE
ARHGEF9,neural-cell,OSE
AK123816,neural-cell,OSE
SIX3,neural-cell,OSE
BC038188,neural-cell,OSE
HDGF,neural-cell,OSE
TBCCD1,neural-cell,OSE
C4orf18,neural-cell,OSE
NPSR1-AS1,neural-cell,OSE
HPCAL4,neural-cell,OSE
DAAM1,neural-cell,OSE
DFFA,neural-cell,OSE
LPP,neural-cell,OSE
LDB1,neural-cell,OSE
OSBPL10,neural-cell,OSE
MANBA,neural-cell,OSE
ARID1A,neural-cell,OSE
ZNF280D,neural-cell,OSE
RBKS,neural-cell,OSE
GNG4,neural-cell,OSE
GNG2,neural-cell,OSE
MRPL48,neural-cell,OSE
SNX1,neural-cell,OSE
VLDLR,neural-cell,OSE
SPTAN1,neural-cell,OSE
BC039381,neural-cell,OSE
AMAC1L3,neural-cell,OSE
EXOSC4,neural-cell,OSE
AK094352,neural-cell,OSE
DNASE2B,neural-cell,OSE
LHCGR,neural-cell,OSE
ZNF608,neural-cell,OSE
AK094561,neural-cell,OSE
CSRNP3,neural-cell,OSE
MTR,neural-cell,OSE
PRR26,neural-cell,OSE
NLK,neural-cell,OSE
FDFT1,neural-cell,OSE
TRDMT1,neural-cell,OSE
TUBB2B,neural-cell,OSE
CEP170,neural-cell,OSE
LINC00333,neural-cell,OSE
DEPDC5,neural-cell,OSE
CLK1,neural-cell,OSE
ARPP21,neural-cell,OSE
MIR181A1HG,neural-cell,OSE
EFNB3,neural-cell,OSE
ANKRD13C,neural-cell,OSE
ZNF238,neural-cell,OSE
ZAR1,neural-cell,OSE
ZFHX4,neural-cell,OSE
KIAA1462,neural-cell,OSE
RFC3,neural-cell,OSE
PRKAR2A,neural-cell,OSE
LOC283856,neural-cell,OSE
FABP3,neural-cell,OSE
MALAT1,neural-cell,OSE
MYH7,neural-cell,OSE
C7orf16,neural-cell,OSE
TPM4,neural-cell,OSE
LINC00347,neural-cell,OSE
WDR20,neural-cell,OSE
NOVA2,neural-cell,OSE
CADM4,neural-cell,OSE
BC037918,neural-cell,OSE
IRF2BP2,neural-cell,OSE
TET3,neural-cell,OSE
TET2,neural-cell,OSE
GNB2,neural-cell,OSE
PTCHD4,neural-cell,OSE
PTCHD1,neural-cell,OSE
JOSD2,neural-cell,OSE
TRIT1,neural-cell,OSE
NCAM1,neural-cell,OSE
KIF1A,neural-cell,OSE
METAP1D,neural-cell,OSE
FAM107B,neural-cell,OSE
CDK4,neural-cell,OSE
MYO9A,neural-cell,OSE
FAM117A,neural-cell,OSE
OAZ2,neural-cell,OSE
TCEB1,neural-cell,OSE
MGLL,neural-cell,OSE
GTF2A1,neural-cell,OSE
PRSS7,neural-cell,OSE
SC4MOL,neural-cell,OSE
ITGB1BP1,neural-cell,OSE
LPHN3,neural-cell,OSE
PHOSPHO2-KLHL23,neural-cell,OSE
SEPT6,neural-cell,OSE
SERTAD4,neural-cell,OSE
EVC2,neural-cell,OSE
PHKB,neural-cell,OSE
DVL2,neural-cell,OSE
MBD6,neural-cell,OSE
LOC100131691,neural-cell,OSE
RUFY3,neural-cell,OSE
FAM125B,neural-cell,OSE
AMD1,neural-cell,OSE
C18ORF23,neural-cell,OSE
FAM159A,neural-cell,OSE
SNURF,neural-cell,OSE
ZBTB4,neural-cell,OSE
ATP10B,neural-cell,OSE
MLL,neural-cell,OSE
OLA1,neural-cell,OSE
SLA,neural-cell,OSE
ABI2,neural-cell,OSE
NRIP1,neural-cell,OSE
AX748175,neural-cell,OSE
PTCH1,neural-cell,OSE
GLCCI1,neural-cell,OSE
BC035084,neural-cell,OSE
AFF2,neural-cell,OSE
RAPGEF5,neural-cell,OSE
CAPRIN1,neural-cell,OSE
NAALADL2,neural-cell,OSE
ASPDH,neural-cell,OSE
PPP1R3A,neural-cell,OSE
LINC00423,neural-cell,OSE
POU6F2,neural-cell,OSE
DCX,neural-cell,OSE
AK095310,neural-cell,OSE
CDH29,neural-cell,OSE
TRIM29,neural-cell,OSE
PNKP,neural-cell,OSE
WNK2,neural-cell,OSE
HDGF2,neural-cell,OSE
LRRC7,neural-cell,OSE
LRRC1,neural-cell,OSE
IRF2BPL,neural-cell,OSE
KIAA1002,neural-cell,OSE
BC038536,neural-cell,OSE
SPRED2,neural-cell,OSE
BC038530,neural-cell,OSE
SLC25A25,neural-cell,OSE
SOS2,neural-cell,OSE
LYPD6B,neural-cell,OSE
RAI14,neural-cell,OSE
SPEN,neural-cell,OSE
BMPR2,neural-cell,OSE
METT10D,neural-cell,OSE
ENAH,neural-cell,OSE
MED26,neural-cell,OSE
C2orf83,neural-cell,OSE
BC037927,neural-cell,OSE
FAM13C,neural-cell,OSE
CMIP,neural-cell,OSE
XRCC4,neural-cell,OSE
PPM1E,neural-cell,OSE
NCALD,neural-cell,OSE
PPM1K,neural-cell,OSE
MEIS2,neural-cell,OSE
PCDHAC2,neural-cell,OSE
SYT13,neural-cell,OSE
DNAJB11,neural-cell,OSE
SYT11,neural-cell,OSE
SYT16,neural-cell,OSE
CDK5R2,neural-cell,OSE
TMEM70,neural-cell,OSE
FNDC3A,neural-cell,OSE
SHC3,neural-cell,OSE
CTLA4,neural-cell,OSE
MAP1B,neural-cell,OSE
MAP1D,neural-cell,OSE
GFOD1,neural-cell,OSE
AK091593,neural-cell,OSE
TUBB3,neural-cell,OSE
UNC5D,neural-cell,OSE
PAX6,neural-cell,OSE
TP53INP1,neural-cell,OSE
PTPDC1,neural-cell,OSE
AK056252,neural-cell,OSE
LINC00599,neural-cell,OSE
PHF23,neural-cell,OSE
UBE2H,neural-cell,OSE
UBE2M,neural-cell,OSE
RBFOX2,neural-cell,OSE
UBE2B,neural-cell,OSE
C17orf59,neural-cell,OSE
AK309452,neural-cell,OSE
MSMO1,neural-cell,OSE
TMEM161B-AS1,neural-cell,OSE
MIR_154,neural-cell,OSE
UBE2D3,neural-cell,OSE
KCNA6,neural-cell,OSE
KCNA5,neural-cell,OSE
VPS45,neural-cell,OSE
ZNF532,neural-cell,OSE
CPXM2,neural-cell,OSE
PPAPDC1A,neural-cell,OSE
CLVS1,neural-cell,OSE
FHL1,neural-cell,OSE
FLJ42969,neural-cell,OSE
STOX2,neural-cell,OSE
PDYN,neural-cell,OSE
ZNF323,neural-cell,OSE
RABGEF1,neural-cell,OSE
BCYRN1,neural-cell,OSE
ZNRD1,neural-cell,OSE
AKIRIN2,neural-cell,OSE
LRRN2,neural-cell,OSE
PPP1R15A,neural-cell,OSE
AGPAT4,neural-cell,OSE
COL1A2,neural-cell,OSE
AGPAT1,neural-cell,OSE
LMF1,neural-cell,OSE
SLC5A6,neural-cell,OSE
ANTXR2,neural-cell,OSE
MAP2K5,neural-cell,OSE
MAP2K4,neural-cell,OSE
C11orf95,neural-cell,OSE
SPTBN1,neural-cell,OSE
KLF13,neural-cell,OSE
FAM171B,neural-cell,OSE
TAC1,neural-cell,OSE
PCDHGA12,neural-cell,OSE
HSPBP1,neural-cell,OSE
RMST,neural-cell,OSE
PRRC2B,neural-cell,OSE
SERPINI1,neural-cell,OSE
NBAS,neural-cell,OSE
FLJ20184,neural-cell,OSE
BRUNOL4,neural-cell,OSE
C17orf68,neural-cell,OSE
LOC100507217,neural-cell,OSE
KIAA0247,neural-cell,OSE
ATP1B1,neural-cell,OSE
ZNF804A,neural-cell,OSE
KIAA0913,neural-cell,OSE
NKRF,neural-cell,OSE
ARX,neural-cell,OSE
MPPED1,neural-cell,OSE
C6orf138,neural-cell,OSE
PON1,neural-cell,OSE
RNFT2,neural-cell,OSE
INA,neural-cell,OSE
BC140723,neural-cell,OSE
PURB,neural-cell,OSE
C2ORF83,neural-cell,OSE
RPH3A,neural-cell,OSE
BCL9,neural-cell,OSE
TMEM167A,neural-cell,OSE
FAM160A1,neural-cell,OSE
ZRANB3,neural-cell,OSE
U80764,neural-cell,OSE
MFHAS1,neural-cell,OSE
ZNF570,neural-cell,OSE
CCDC28B,neural-cell,OSE
KLF6,neural-cell,OSE
CHMP2A,neural-cell,OSE
ZFAND3,neural-cell,OSE
LOC100507557,neural-cell,OSE
A2BP1,neural-cell,OSE
ZNF74,neural-cell,OSE
ASNA1,neural-cell,OSE
DDX31,neural-cell,OSE
INPP4A,neural-cell,OSE
GNB2L1,neural-cell,OSE
PDE7B,neural-cell,OSE
DDIT3,neural-cell,OSE
KIAA1244,neural-cell,OSE
BC032874,neural-cell,OSE
CSNK1G2,neural-cell,OSE
LOC284294,neural-cell,OSE
HTR4,neural-cell,OSE
TSPAN5,neural-cell,OSE
TRAF3IP2-AS1,neural-cell,OSE
IP6K1,neural-cell,OSE
FLJ37453,neural-cell,OSE
EIF4G3,neural-cell,OSE
FTSJD2,neural-cell,OSE
EIF4G1,neural-cell,OSE
ZNF569,neural-cell,OSE
RNF5,neural-cell,OSE
CCNI,neural-cell,OSE
KDM5B,neural-cell,OSE
PHF21B,neural-cell,OSE
KC6,neural-cell,OSE
ARPP-21,neural-cell,OSE
C14orf37,neural-cell,OSE
CHD7,neural-cell,OSE
ASXL3,neural-cell,OSE
ABHD11,neural-cell,OSE
CPA4,neural-cell,OSE
CPA5,neural-cell,OSE
TMEM187,neural-cell,OSE
PCBP1,neural-cell,OSE
DLX6,neural-cell,OSE
MYST4,neural-cell,OSE
DLX1,neural-cell,OSE
LOC100505918,neural-cell,OSE
HIST1H2BD,neural-cell,OSE
HIST1H2BC,neural-cell,OSE
LINC00922,neural-cell,OSE
TRIM44,neural-cell,OSE
C10orf140,neural-cell,OSE
ABCG1,neural-cell,OSE
TSPAN31,neural-cell,OSE
TOX2,neural-cell,OSE
FLJ46284,neural-cell,OSE
LOC730811,neural-cell,OSE
EPHA5,neural-cell,OSE
ERAP1,neural-cell,OSE
SDCBP,neural-cell,OSE
CCNG2,neural-cell,OSE
LINC00669,neural-cell,OSE
NCOR2,neural-cell,OSE
AX747764,neural-cell,OSE
CNR1,neural-cell,OSE
TBC1D9,neural-cell,OSE
RAG1AP1,neural-cell,OSE
ZNF740,neural-cell,OSE
SGCE,neural-cell,OSE
PBX3,neural-cell,OSE
MAPK4,neural-cell,OSE
PHIP,neural-cell,OSE
REEP1,neural-cell,OSE
DUSP6,neural-cell,OSE
WTAP,neural-cell,OSE
RAP2A,neural-cell,OSE
MTHFR,neural-cell,OSE
UNC13C,neural-cell,OSE
HIST1H1E,neural-cell,OSE
MAPK8IP1,neural-cell,OSE
SIL1,neural-cell,OSE
ZNF521,neural-cell,OSE
RGS13,neural-cell,OSE
ID4,neural-cell,OSE
SREBF2,neural-cell,OSE
GNRH1,neural-cell,OSE
BRE,neural-cell,OSE
TMSB4X,neural-cell,OSE
KCTD9,neural-cell,OSE
PSME4,neural-cell,OSE
LOC285692,neural-cell,OSE
PDE9A,neural-cell,OSE
ODZ2,neural-cell,OSE
HIST1H2AK,neural-cell,OSE
BC039180,neural-cell,OSE
BC040860,neural-cell,OSE
HIST1H2AC,neural-cell,OSE
RAB36,neural-cell,OSE
HCFC2,neural-cell,OSE
BCL2L13,neural-cell,OSE
RAB30,neural-cell,OSE
AK093299,neural-cell,OSE
RFTN1,neural-cell,OSE
DOK6,neural-cell,OSE
FAM189A1,neural-cell,OSE
FSHR,neural-cell,OSE
DISP1,neural-cell,OSE
AGBL1-AS1,neural-cell,OSE
BEX1,neural-cell,OSE
MIR124-1,neural-cell,OSE
GTF2H5,neural-cell,OSE
KIAA1026,neural-cell,OSE
USP11,neural-cell,OSE
TMEM169,neural-cell,OSE
TNN,neural-cell,OSE
FOXN2,neural-cell,OSE
FOXN3,neural-cell,OSE
PTPRS,neural-cell,OSE
RNF165,neural-cell,OSE
TXNDC12,neural-cell,OSE
TSGA14,neural-cell,OSE
AMER2,neural-cell,OSE
IFFO1,osteoblast,CSE
HIST1H4B,osteoblast,CSE
HIST1H4A,osteoblast,CSE
PRKAG2,osteoblast,CSE
HIPK2,osteoblast,CSE
SBF2,osteoblast,CSE
UBAC2,osteoblast,CSE
UQCC,osteoblast,CSE
SMG6,osteoblast,CSE
BLOC1S1,osteoblast,CSE
APBB2,osteoblast,CSE
SYS1,osteoblast,CSE
PPP2R4,osteoblast,CSE
HEBP1,osteoblast,CSE
VAC14,osteoblast,CSE
CBLB,osteoblast,CSE
ARHGEF12,osteoblast,CSE
DIAPH1,osteoblast,CSE
ARHGEF17,osteoblast,CSE
CAMTA1,osteoblast,CSE
PAPPA,osteoblast,CSE
GALNT15,osteoblast,CSE
PCDHGC5,osteoblast,CSE
CHSY1,osteoblast,CSE
TNS1,osteoblast,CSE
GALNT10,osteoblast,CSE
EDIL3,osteoblast,CSE
GM2A,osteoblast,CSE
DDX47,osteoblast,CSE
COLEC12,osteoblast,CSE
ARHGAP10,osteoblast,CSE
TCF12,osteoblast,CSE
CSRP1,osteoblast,CSE
MMP14,osteoblast,CSE
CAPZB,osteoblast,CSE
MMP16,osteoblast,CSE
LOC100505718,osteoblast,CSE
COL3A1,osteoblast,CSE
SWAP70,osteoblast,CSE
PHLDA1,osteoblast,CSE
RUSC2,osteoblast,CSE
BACH2,osteoblast,CSE
KCNMA1,osteoblast,CSE
EFTUD1,osteoblast,CSE
NF2,osteoblast,CSE
NF1,osteoblast,CSE
HRH1,osteoblast,CSE
PDLIM4,osteoblast,CSE
C7ORF10,osteoblast,CSE
PDLIM2,osteoblast,CSE
DST,osteoblast,CSE
PPARD,osteoblast,CSE
COL4A2,osteoblast,CSE
VEGFC,osteoblast,CSE
INHBA-AS1,osteoblast,CSE
HMCN1,osteoblast,CSE
DSE,osteoblast,CSE
FTO,osteoblast,CSE
ZEB2,osteoblast,CSE
FMNL2,osteoblast,CSE
PRDM1,osteoblast,CSE
MINPP1,osteoblast,CSE
FOXC2,osteoblast,CSE
ATXN1,osteoblast,CSE
SMAD6,osteoblast,CSE
SRGAP1,osteoblast,CSE
LETM2,osteoblast,CSE
SHROOM3,osteoblast,CSE
SLC4A4,osteoblast,CSE
DYRK3,osteoblast,CSE
AKAP13,osteoblast,CSE
ZNF839,osteoblast,CSE
RGMB,osteoblast,CSE
LHFPL2,osteoblast,CSE
CAMK1D,osteoblast,CSE
NEDD9,osteoblast,CSE
ITPRIP,osteoblast,CSE
NR2F2,osteoblast,CSE
SPARC,osteoblast,CSE
BCAR3,osteoblast,CSE
ELMSAN1,osteoblast,CSE
LIMD1,osteoblast,CSE
MVP,osteoblast,CSE
LAMA4,osteoblast,CSE
AK024736,osteoblast,CSE
GJA1,osteoblast,CSE
GSG1,osteoblast,CSE
LEPR,osteoblast,CSE
NREP,osteoblast,CSE
SH2B3,osteoblast,CSE
C5ORF56,osteoblast,CSE
BC089451,osteoblast,CSE
ARID5B,osteoblast,CSE
AK5,osteoblast,CSE
NTM,osteoblast,CSE
HOXA10-HOXA9,osteoblast,CSE
CXXC5,osteoblast,CSE
CDK5RAP2,osteoblast,CSE
C2CD2,osteoblast,CSE
ERC1,osteoblast,CSE
IGF1R,osteoblast,CSE
TTC7A,osteoblast,CSE
MYOF,osteoblast,CSE
RPTOR,osteoblast,CSE
DDX10,osteoblast,CSE
PDE1C,osteoblast,CSE
RDH5,osteoblast,CSE
DYM,osteoblast,CSE
ST7,osteoblast,CSE
NHS,osteoblast,CSE
SIPA1L1,osteoblast,CSE
SIPA1L3,osteoblast,CSE
JAG1,osteoblast,CSE
TTLL5,osteoblast,CSE
ITGB5,osteoblast,CSE
LTBP2,osteoblast,CSE
LTBP1,osteoblast,CSE
ITGB6,osteoblast,CSE
COA1,osteoblast,CSE
FBN1,osteoblast,CSE
NRP1,osteoblast,CSE
NRP2,osteoblast,CSE
ARSG,osteoblast,CSE
RND3,osteoblast,CSE
TEAD1,osteoblast,CSE
AK002090,osteoblast,CSE
LIF,osteoblast,CSE
IQCJ-SCHIP1,osteoblast,CSE
LRRC49,osteoblast,CSE
DAB2,osteoblast,CSE
RASAL2,osteoblast,CSE
RARA,osteoblast,CSE
ADAMTS4,osteoblast,CSE
ADAMTS6,osteoblast,CSE
ADAMTS1,osteoblast,CSE
ADAMTS2,osteoblast,CSE
ARHGEF2,osteoblast,CSE
ZNF267,osteoblast,CSE
CDH2,osteoblast,CSE
LIPA,osteoblast,CSE
EXT1,osteoblast,CSE
DAAM2,osteoblast,CSE
RGS3,osteoblast,CSE
SEC24D,osteoblast,CSE
FCHSD2,osteoblast,CSE
MID1,osteoblast,CSE
SSH1,osteoblast,CSE
SNAI2,osteoblast,CSE
KIRREL3,osteoblast,CSE
SNAI1,osteoblast,CSE
SLX4IP,osteoblast,CSE
LSAMP,osteoblast,CSE
DDAH1,osteoblast,CSE
FOXP1,osteoblast,CSE
NFATC4,osteoblast,CSE
PCED1B,osteoblast,CSE
SCHIP1,osteoblast,CSE
LAMB1,osteoblast,CSE
CRADD,osteoblast,CSE
LINC00607,osteoblast,CSE
NEK7,osteoblast,CSE
HAS2,osteoblast,CSE
LAYN,osteoblast,CSE
MKL1,osteoblast,CSE
FAM129B,osteoblast,CSE
RRBP1,osteoblast,CSE
ITGBL1,osteoblast,CSE
TCF4,osteoblast,CSE
DPYSL2,osteoblast,CSE
DPYSL3,osteoblast,CSE
IGFBP4,osteoblast,CSE
SMYD3,osteoblast,CSE
PHLDB2,osteoblast,CSE
BCAR1,osteoblast,CSE
GALNT2,osteoblast,CSE
EPAS1,osteoblast,CSE
SEMA5A,osteoblast,CSE
BTD,osteoblast,CSE
LINC00189,osteoblast,CSE
NUTF2,osteoblast,CSE
PDGFRB,osteoblast,CSE
PDGFRA,osteoblast,CSE
TMEM136,osteoblast,CSE
FILIP1L,osteoblast,CSE
HDAC9,osteoblast,CSE
CIRBP,osteoblast,CSE
PDGFRL,osteoblast,CSE
ST5,osteoblast,CSE
DNAJB5,osteoblast,CSE
TRPC4,osteoblast,CSE
SAMD4A,osteoblast,CSE
AX747619,osteoblast,CSE
ALCAM,osteoblast,CSE
TPM1,osteoblast,CSE
CFLAR,osteoblast,CSE
VGLL3,osteoblast,CSE
DOT1L,osteoblast,CSE
DNMBP,osteoblast,CSE
VGLL4,osteoblast,CSE
TGFBR3,osteoblast,CSE
TRIO,osteoblast,CSE
SH3RF3,osteoblast,CSE
LOC653513,osteoblast,CSE
MIR100HG,osteoblast,CSE
TXN2,osteoblast,CSE
SATB2,osteoblast,CSE
SND1,osteoblast,CSE
LRRFIP1,osteoblast,CSE
IRS1,osteoblast,CSE
HOXA7,osteoblast,CSE
ZFP36,osteoblast,CSE
TRAM2,osteoblast,CSE
NSMCE1,osteoblast,CSE
CDK6,osteoblast,CSE
SH3PXD2B,osteoblast,CSE
SH3PXD2A,osteoblast,CSE
HOXA9,osteoblast,CSE
TGFB2,osteoblast,CSE
AMOTL2,osteoblast,CSE
SVIL,osteoblast,CSE
PTK7,osteoblast,CSE
ERCC1,osteoblast,CSE
LIMS1,osteoblast,CSE
BMPER,osteoblast,CSE
SORBS2,osteoblast,CSE
CD248,osteoblast,CSE
IQGAP1,osteoblast,CSE
YWHAZ,osteoblast,CSE
LOXL2,osteoblast,CSE
XXYLT1,osteoblast,CSE
FYN,osteoblast,CSE
ANK3,osteoblast,CSE
NOD1,osteoblast,CSE
MED15,osteoblast,CSE
PRKCH,osteoblast,CSE
ST3GAL1,osteoblast,CSE
MATN2,osteoblast,CSE
ATP10A,osteoblast,CSE
PRKCE,osteoblast,CSE
TANC2,osteoblast,CSE
HIST1H3A,osteoblast,CSE
MGAT5,osteoblast,CSE
EBF1,osteoblast,CSE
LMNA,osteoblast,CSE
CALD1,osteoblast,CSE
COL6A3,osteoblast,CSE
COL5A2,osteoblast,CSE
VAMP2,osteoblast,CSE
SUSD1,osteoblast,CSE
MCC,osteoblast,CSE
SSR3,osteoblast,CSE
TGFBI,osteoblast,CSE
WIPF1,osteoblast,CSE
BOLA2,osteoblast,CSE
MMP2,osteoblast,CSE
TGIF1,osteoblast,CSE
FAM173B,osteoblast,CSE
WWP2,osteoblast,CSE
ERGIC1,osteoblast,CSE
LURAP1L,osteoblast,CSE
RAPGEF1,osteoblast,CSE
CAV1,osteoblast,CSE
BHLHE40,osteoblast,CSE
CACNA1C,osteoblast,CSE
RORA,osteoblast,CSE
GOPC,osteoblast,CSE
PSD3,osteoblast,CSE
INHBA,osteoblast,CSE
MBNL2,osteoblast,CSE
FBXL14,osteoblast,CSE
EVA1C,osteoblast,CSE
ZMYND8,osteoblast,CSE
CREB5,osteoblast,CSE
CREB3,osteoblast,CSE
AHRR,osteoblast,CSE
PER1,osteoblast,CSE
SLC25A25,osteoblast,CSE
ROR1,osteoblast,CSE
FGFR1,osteoblast,CSE
NIN,osteoblast,CSE
MYLK,osteoblast,CSE
TCF7L2,osteoblast,CSE
RUNX1,osteoblast,CSE
AMMECR1,osteoblast,CSE
PRRX1,osteoblast,CSE
ZBTB20,osteoblast,CSE
RNF216,osteoblast,CSE
MED29,osteoblast,CSE
DOCK2,osteoblast,CSE
PLGRKT,osteoblast,CSE
HSPG2,osteoblast,CSE
DOCK5,osteoblast,CSE
SEPT9,osteoblast,CSE
ZFP91,osteoblast,CSE
SMURF2,osteoblast,CSE
MAML2,osteoblast,CSE
ARHGEF28,osteoblast,CSE
MEIS1,osteoblast,CSE
BICC1,osteoblast,CSE
JMJD1C,osteoblast,CSE
FNDC3B,osteoblast,CSE
THADA,osteoblast,CSE
MYO9B,osteoblast,CSE
LAMC2,osteoblast,CSE
FRMD6,osteoblast,CSE
LAMC1,osteoblast,CSE
PHF20,osteoblast,CSE
LPAR1,osteoblast,CSE
LRBA,osteoblast,CSE
ATOX1,osteoblast,CSE
TNFRSF1A,osteoblast,CSE
DDR2,osteoblast,CSE
MOK,osteoblast,CSE
NNMT,osteoblast,CSE
CPED1,osteoblast,CSE
SYN3,osteoblast,CSE
COL12A1,osteoblast,CSE
EPG5,osteoblast,CSE
ANAPC16,osteoblast,CSE
SEC14L2,osteoblast,CSE
MYO1B,osteoblast,CSE
WHSC1L1,osteoblast,CSE
CCR7,osteoblast,CSE
STAT4,osteoblast,CSE
PHF12,osteoblast,CSE
SIK3,osteoblast,CSE
PDE3A,osteoblast,CSE
HOXA10,osteoblast,CSE
FHL2,osteoblast,CSE
NAV2,osteoblast,CSE
FOSL1,osteoblast,CSE
SLC8A1,osteoblast,CSE
CSGALNACT1,osteoblast,CSE
PHC2,osteoblast,CSE
GNAQ,osteoblast,CSE
KIAA1967,osteoblast,CSE
LRP1,osteoblast,CSE
SGK1,osteoblast,CSE
AK091889,osteoblast,CSE
IL6,osteoblast,CSE
UST,osteoblast,CSE
COL1A2,osteoblast,CSE
COL1A1,osteoblast,CSE
AVPI1,osteoblast,CSE
KIAA1217,osteoblast,CSE
PDE4D,osteoblast,CSE
ASAP1,osteoblast,CSE
ASAP2,osteoblast,CSE
MYO10,osteoblast,CSE
CDH11,osteoblast,CSE
ANTXR1,osteoblast,CSE
MAP4K4,osteoblast,CSE
JARID2,osteoblast,CSE
MAP2K3,osteoblast,CSE
CORO1C,osteoblast,CSE
RBMS3,osteoblast,CSE
AFF1,osteoblast,CSE
LOX,osteoblast,CSE
LOC256021,osteoblast,CSE
SPTBN1,osteoblast,CSE
ANKRD11,osteoblast,CSE
VEPH1,osteoblast,CSE
GDF5,osteoblast,CSE
TLN1,osteoblast,CSE
RGS5,osteoblast,CSE
AJ606316,osteoblast,CSE
SYNJ2,osteoblast,CSE
NRG1,osteoblast,CSE
MBP,osteoblast,CSE
CEP63,osteoblast,CSE
FLI1,osteoblast,CSE
DKFZp761F2014,osteoblast,CSE
NUMB,osteoblast,CSE
MIDN,osteoblast,CSE
G0S24,osteoblast,CSE
NDUFS2,osteoblast,CSE
C14orf143,osteoblast,CSE
CRIM1,osteoblast,CSE
BDNF,osteoblast,CSE
GSN,osteoblast,CSE
TPX2,osteoblast,CSE
CENPT,osteoblast,CSE
NDST1,osteoblast,CSE
RXFP2,osteoblast,CSE
INPP4B,osteoblast,CSE
ANAPC13,osteoblast,CSE
FSTL1,osteoblast,CSE
NAV1,osteoblast,CSE
ARHGAP22,osteoblast,CSE
MICAL2,osteoblast,CSE
PDE7B,osteoblast,CSE
CAPN2,osteoblast,CSE
ARHGAP24,osteoblast,CSE
MYC,osteoblast,CSE
MICALCL,osteoblast,CSE
HK2,osteoblast,CSE
ZNF365,osteoblast,CSE
C7orf44,osteoblast,CSE
TG,osteoblast,CSE
ABHD2,osteoblast,CSE
TRAF3IP2-AS1,osteoblast,CSE
ROBO1,osteoblast,CSE
CCDC80,osteoblast,CSE
CCNY,osteoblast,CSE
FAT1,osteoblast,CSE
TMEM189-UBE2V1,osteoblast,CSE
ATP8B4,osteoblast,CSE
PXDN,osteoblast,CSE
RASSF1,osteoblast,CSE
GLIS3,osteoblast,CSE
MACF1,osteoblast,CSE
FMN1,osteoblast,CSE
FMN2,osteoblast,CSE
